OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,ZuschlagPr,Shape_Length
473,6242034,5114,secondary,Friesenring,L 586,F,50,0,F,F,0,0,005225438
474,6242036,5114,secondary, ,L 586,F,50,0,F,F,0,0,000172135
475,6242037,5114,secondary,Grevener Straße,L 587,F,50,0,F,F,0,0,000104252
476,6243038,5114,secondary,Cheruskerring,L 586,F,50,0,F,F,0,0,002512142
477,6243040,5122,residential,Jahnstraße, ,B,30,0,F,F,0,0,005033
478,6243041,5122,residential,Martin-Luther-Straße, ,B,30,0,F,F,0,0,002930912
480,6243043,5122,residential,Langemarckstraße, ,F,0,0,F,F,0,0,000289415
481,6243629,5114,secondary,Lublinring,L 586,F,50,0,F,F,0,0,00014444
484,6243633,5114,secondary,Niedersachsenring,L 586,F,50,0,F,F,0,9,07551E-05
486,6243637,5114,secondary,Kaiser-Wilhelm-Ring,L 586,F,50,0,F,F,0,0,000364402
487,6243638,5114,secondary,Kaiser-Wilhelm-Ring,L 586,F,50,0,F,F,0,0,000567147
489,6256514,5141,service,Idenbrockweg, ,B,0,0,F,F,0,0,000786757
490,6256518,5141,service,Guerickeweg, ,B,30,0,F,F,0,0,001559051
491,6256519,5141,service,Kirchhoffweg, ,B,0,0,F,F,0,0,001018526
492,6269398,5122,residential,Peterstraße, ,F,30,0,F,F,0,0,001596313
493,6269617,5122,residential,Zumbroockstraße, ,B,30,0,F,F,0,0,002295652
494,6269624,5122,residential,Südstraße, ,F,30,0,F,F,0,0,005474617
495,6269644,5115,tertiary,Theißingstraße,K 9,B,0,0,F,F,0,0,002256854
496,6269668,5122,residential,Kronprinzenstraße, ,B,30,0,F,F,0,0,000109392
497,6275334,5122,residential,Schillerstraße, ,B,30,0,F,F,0,0,001478722
498,6279038,5122,residential,Im Drostebusch, ,B,30,0,F,F,0,0,007154065
499,6279039,5114,secondary,Wolbecker Straße,L 793,F,50,0,F,F,0,0,000640396
501,6279732,5121,unclassified,Berliner Platz, ,B,50,0,F,F,0,0,000380037
504,6280942,5122,residential,Spiegelturm, ,B,0,0,F,F,0,0,000666999
507,6280945,5122,residential,Katthagen, ,F,30,0,F,F,0,7,04637E-05
508,6281586,5122,residential,Sophienstraße, ,B,30,0,F,F,0,0,001403161
509,6281588,5122,residential,Margaretenstraße, ,B,0,0,F,F,0,0,000241557
510,6281589,5122,residential,Sophienstraße, ,B,0,0,F,F,0,0,002941149
511,6286783,5115,tertiary,Westhoffstraße,K 7,B,50,0,F,F,0,0,000935347
524,6286808,5141,service, , ,B,0,0,F,F,0,8,1325E-05
525,6291752,5122,residential,Fernholzstraße, ,B,30,0,F,F,0,0,007251607
526,6431835,5141,service, , ,B,0,0,F,F,0,0,00036678
527,6431839,5121,unclassified, , ,B,0,0,F,F,0,0,004404696
528,6431850,5154,path, , ,B,0,0,F,F,0,0,019724936
529,6438289,5121,unclassified,Vorbergweg, ,B,0,0,F,F,0,0,011247763
530,6440048,5122,residential,Bismarckallee, ,B,30,0,F,F,0,0,006724097
531,6441814,5115,tertiary,Scharnhorststraße,K 2,B,50,0,F,F,0,0,010579507
532,6446715,5114,secondary,Wolbecker Straße,L 793,B,50,0,F,F,0,0,005561055
533,6463808,5114,secondary,Roxeler Straße,L 843,B,70,1,T,F,0,0,001223329
534,6463811,5114,secondary,Roxeler Straße,L 843,B,70,0,F,F,0,0,004497666
535,6463845,5122,residential,Havixbecker Straße,L 529,F,0,0,F,F,0,0,000365652
536,6465438,5115,tertiary,Albert-Schweitzer-Straße, ,B,50,0,F,F,0,0,001110612
537,6561999,5122,residential,Jägerstraße, ,F,30,0,F,F,0,0,003970156
538,6562004,5122,residential,Burgstraße, ,F,30,0,F,F,0,0,003427322
539,6562007,5122,residential,Sankt-Josefs-Kirchplatz, ,F,30,0,F,F,0,0,001072149
540,6562010,5122,residential,Blücherstraße, ,B,30,0,F,F,0,0,002266968
541,6562012,5122,residential,Friedrich-Ebert-Platz, ,B,0,0,F,F,0,0,000813716
542,6562015,5122,residential,Tom-Rink-Straße, ,F,30,0,F,F,0,0,003466779
543,6562018,5122,residential,Ludwigstraße, ,B,30,0,F,F,0,0,001842319
544,6562021,5122,residential,Georgstraße, ,B,30,0,F,F,0,0,000774064
545,6562023,5122,residential,Leostraße, ,F,30,0,F,F,0,0,001933994
547,6562028,5122,residential,Zimmerstraße, ,B,30,0,F,F,0,0,001064449
548,6562030,5122,residential,Zimmerstraße, ,B,30,0,F,F,0,0,000257088
550,6605732,5114,secondary,Hammer Straße,K 6,F,50,0,F,F,0,0,000995919
551,6606347,5113,primary,Hammer Straße,B 54,F,50,0,F,F,0,0,000167809
552,6607873,5115,tertiary,Geringhoffstraße,K 5,B,50,0,F,F,0,0,00225458
553,6613660,5114,secondary,An den Loddenbüschen,K 42,F,50,1,T,F,0,0,000220743
554,6614493,5133,primary_link,Hammer Straße, ,F,0,0,F,F,0,0,000281012
556,6665096,5122,residential,Robert-Blum-Straße, ,B,30,0,F,F,0,0,001225795
557,6665101,5141,service, , ,B,0,0,F,F,0,0,000952244
558,6665111,5115,tertiary,Zum Rieselfeld,K 7,B,50,0,F,F,0,0,000140092
559,6861367,5115,tertiary,Dyckburgstraße,K 33,B,50,0,F,F,0,0,000796623
560,6871422,5114,secondary, ,K 4,B,100,0,F,F,0,7,37345E-05
561,6871427,5115,tertiary,Düesbergweg, ,B,50,0,F,F,0,0,004903077
562,6871432,5114,secondary,Kappenberger Damm,L 884,B,50,0,F,F,0,0,003923627
563,6871439,5114,secondary,Hammer Straße,K 6,F,50,0,F,F,0,0,000427829
564,6871443,5113,primary,Westfalenstraße,B 54,F,50,0,F,F,0,0,000590254
565,6871446,5133,primary_link, , ,F,0,0,F,F,0,0,000869438
566,6905313,5122,residential,Annenstraße, ,B,30,0,F,F,0,0,000318351
567,6905316,5115,tertiary,Frie-Vendt-Straße,K 9,B,50,0,F,F,0,0,000243067
568,6962276,5122,residential,Dahlweg, ,B,30,0,F,F,0,0,000730509
569,6962278,5154,path, , ,B,0,0,F,F,0,0,00044959
573,7384580,5122,residential,Offenbergstraße, ,B,30,0,F,F,0,0,004532338
574,7384583,5115,tertiary,Boeselagerstraße, ,B,50,0,F,F,0,0,002457751
575,7576557,5121,unclassified,Südstraße, ,F,30,0,F,F,0,0,002464899
576,7576559,5122,residential,Graelstraße, ,B,0,0,F,F,0,0,000109323
577,7576565,5122,residential,Am Kanonengraben, ,B,0,0,F,F,0,0,000594566
578,7656157,5154,path,Schleusenweg, ,B,0,0,F,F,0,0,000611567
582,7656163,5122,residential,Staufenstraße, ,F,50,0,F,F,0,0,00012257
585,7656168,5122,residential,Koburger Weg, ,B,30,0,F,F,0,0,000176011
586,7656169,5122,residential,Mathilde-Anneke-Weg, ,B,10,0,F,F,0,0,003453592
587,7656171,5122,residential,Bahlmannstraße, ,B,30,0,F,F,0,0,001328969
590,7656175,5121,unclassified,Markweg, ,B,30,0,F,F,0,0,006240383
591,7656176,5122,residential,Mühlenstraße, ,F,30,0,F,F,0,0,001421782
593,7656186,5122,residential,Burchardstraße, ,B,30,0,F,F,0,0,003171442
594,7656189,5141,service,Gasselstiege, ,B,0,0,F,F,0,0,000761915
596,7656192,5141,service, , ,B,0,0,F,F,0,0,000226949
597,7656194,5122,residential,Försterstraße, ,F,30,0,F,F,0,0,002015016
601,7656199,5122,residential,Falgerstraße, ,B,30,0,F,F,0,0,001824513
607,7656209,5141,service,Schlossgarten, ,B,0,0,F,F,0,0,000165579
609,7656213,5141,service,Koburger Weg, ,B,0,0,F,F,0,0,000995174
611,7656217,5141,service, , ,F,0,0,F,F,0,0,000710891
616,7656225,5121,unclassified,Hoppengarten, ,B,30,0,F,F,0,0,000776004
617,7656228,5122,residential,Jostesstraße, ,F,30,0,F,F,0,0,001385291
618,7656231,5141,service, , ,B,0,0,F,F,0,0,000863111
619,7656232,5122,residential,Masurenweg, ,F,30,0,F,F,0,0,001451699
621,7656235,5141,service, , ,B,0,0,F,F,0,0,000207504
622,7656240,5122,residential,Markweg, ,B,30,0,F,F,0,0,005654266
624,7656246,5143,track_grade1, , ,B,0,0,F,F,0,0,000301416
625,7656247,5122,residential,Jostesstraße, ,B,30,0,F,F,0,0,001373095
626,7656249,5123,living_street,Elise-Rüdiger-Weg, ,B,0,0,F,F,0,0,000287785
627,7656251,5122,residential,Wismarweg, ,B,30,0,F,F,0,0,001606809
629,7656254,5141,service, , ,B,0,0,F,F,0,0,000760255
633,7656264,5141,service, , ,B,0,0,F,F,0,0,000424358
634,7656267,5122,residential,Telemannstraße, ,B,30,0,F,F,0,0,004659308
635,7656268,5122,residential,Elisabeth-Selbert-Weg, ,B,30,0,F,F,0,0,001717652
637,7656272,5122,residential,Elisabeth-Selbert-Weg, ,B,30,0,F,F,0,0,000426992
639,7681229,5122,residential,Wolbecker Straße, ,B,50,0,F,F,0,0,001541268
640,7681235,5114,secondary,Wolbecker Straße,L 793,F,50,1,T,F,0,0,000341328
641,7681548,5114,secondary,Wolbecker Straße,L 793,B,50,0,F,F,0,0,002227025
642,7719097,5122,residential,Agathastraße, ,B,30,0,F,F,0,0,004502006
643,7719099,5122,residential,Agathastraße, ,B,30,0,F,F,0,0,001483548
644,7719100,5115,tertiary,Gremmendorfer Weg,K 3,B,50,0,F,F,0,0,000601034
645,7720083,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,00216355
646,7720084,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,001161166
647,7720085,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,001025106
648,7720670,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,007759601
649,7720673,5114,secondary, ,K 42,F,50,0,F,F,0,0,000170586
650,7721528,5114,secondary,An den Loddenbüschen,K 42,F,50,1,T,F,0,0,001110286
651,7721530,5114,secondary,An den Loddenbüschen,K 42,F,50,1,T,F,0,0,000133541
652,7721531,5114,secondary,An den Loddenbüschen,K 42,F,50,1,T,F,0,0,000136549
653,7721534,5121,unclassified,Robert-Bosch-Straße, ,B,50,0,F,F,0,0,004692708
654,7721537,5121,unclassified,Industrieweg, ,B,50,0,F,F,0,0,0102054
655,7722389,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,001343588
656,7722391,5121,unclassified,Lippstädter Straße, ,B,0,0,F,F,0,0,000169857
657,7731601,5141,service, , ,B,0,0,F,F,0,0,000426458
658,7731603,5141,service, , ,B,0,0,F,F,0,0,00038106
660,7731605,5141,service, , ,B,0,0,F,F,0,0,000874358
665,7731617,5141,service, , ,B,0,0,F,F,0,0,001588354
666,7752013,5143,track_grade1,Nottulner Landweg, ,B,0,0,F,F,0,0,005886858
668,7759832,5114,secondary,Roxeler Straße,L 843,B,50,0,F,F,0,0,000973838
669,7759835,5114,secondary,Roxeler Straße,L 843,B,50,1,T,F,0,0,000348522
671,7920008,5114,secondary,Von-Esmarch-Straße,L 843,F,50,0,F,F,0,0,000191494
673,7940742,5121,unclassified,Vennheideweg, ,B,50,0,F,F,0,0,007479879
674,7940743,5115,tertiary,Davertstraße,K 10,B,50,0,F,F,0,0,000279999
675,7940744,5115,tertiary,Davertstraße,K 10,B,50,1,T,F,0,0,000692648
676,7956869,5122,residential,Theodor-Fontane-Straße, ,B,30,0,F,F,0,0,002524531
677,7956870,5122,residential,Adalbert-Stifter-Straße, ,B,30,0,F,F,0,0,002051617
678,7956872,5121,unclassified,Haus-Kleve-Weg, ,B,30,0,F,F,0,0,013979348
679,7957151,5122,residential,Leostraße, ,B,0,0,F,F,0,0,001258035
680,7957529,5121,unclassified,August-Schepers-Straße, ,B,0,0,F,F,0,0,000968501
681,7957530,5121,unclassified,Lindberghweg, ,B,30,0,F,F,0,0,000926474
682,7957534,5121,unclassified, , ,B,30,1,T,F,0,0,000843159
683,7959875,5114,secondary,Hülshoffstraße,L 529,B,70,1,T,F,0,0,000418829
684,7990742,5141,service, , ,B,0,0,F,F,0,0,000603767
687,7990747,5141,service, , ,B,0,0,F,F,0,0,00177801
688,7990749,5141,service, , ,B,0,0,F,F,0,0,000686077
690,8010304,5141,service, , ,B,0,0,F,F,0,0,001389506
692,8010306,5141,service, , ,B,0,0,F,F,0,0,000336524
693,8010307,5141,service, , ,B,0,0,F,F,0,0,00023647
694,8010308,5141,service, , ,B,0,0,F,F,0,0,000215038
695,8010309,5141,service, , ,B,0,0,F,F,0,0,000284291
700,8065910,5122,residential,Körnerstraße, ,B,30,0,F,F,0,0,001532602
701,8065952,5122,residential,Vörnste Esch, ,B,30,0,F,F,0,0,004032539
702,8065962,5121,unclassified,Erbdrostenweg, ,B,50,0,F,F,0,0,006588641
703,8065963,5121,unclassified,Kaldenhofer Weg, ,B,50,0,F,F,0,0,006495437
704,8068242,5141,service, , ,B,0,0,F,F,0,0,000184022
705,8068245,5122,residential,Jungfer-Willemin-Stiege, ,F,30,0,F,F,0,0,000884171
706,8068246,5122,residential,Grüne Gasse, ,B,30,0,F,F,0,0,003261428
707,8068247,5122,residential,Achtermannstraße, ,F,50,0,F,F,0,0,000249848
708,8068248,5122,residential,Urbanstraße, ,F,50,0,F,F,0,0,000199079
709,8068249,5122,residential,Achtermannstraße, ,F,50,0,F,F,0,0,00155718
710,8068250,5141,service,Schlossgarten, ,B,10,0,F,F,0,0,002885665
715,8098966,5122,residential,Sperlichstraße, ,F,30,0,F,F,0,0,001912984
716,8098967,5122,residential,Sentmaringer Weg, ,B,50,0,F,F,0,0,003720918
717,8098968,5114,secondary,Inselbogen,L 884,B,50,0,F,F,0,0,000439365
718,8098969,5114,secondary,Kappenberger Damm,L 884,B,50,0,F,F,0,0,001770522
719,8099766,5141,service, , ,B,0,0,F,F,0,0,000395162
720,8099767,5141,service, , ,B,0,0,F,F,0,0,000296322
722,8099769,5141,service, , ,B,0,0,F,F,0,0,001682386
725,8099773,5141,service, , ,B,0,0,F,F,0,0,000421689
726,8099774,5141,service, , ,B,0,0,F,F,0,0,000375426
727,8099775,5141,service, , ,B,0,0,F,F,0,0,000354085
728,8099776,5141,service, , ,B,0,0,F,F,0,0,000452476
732,8099781,5141,service, , ,B,0,0,F,F,0,0,000474312
733,8099782,5141,service, , ,B,0,0,F,F,0,0,000458714
739,8099822,5141,service, , ,B,0,0,F,F,0,0,00026761
742,8110003,5122,residential,Oststraße, ,F,50,0,F,F,0,9,09774E-05
743,8110004,5122,residential,Apenrader Straße, ,T,30,0,F,F,0,0,000958131
744,8110005,5122,residential,Dieckstraße, ,B,30,0,F,F,0,0,002275642
746,8110007,5122,residential,Schleswiger Straße, ,B,30,0,F,F,0,0,002538324
748,8110009,5122,residential,Flensburger Straße, ,B,30,0,F,F,0,0,002080437
749,8110010,5122,residential,Schnorrenburg, ,F,30,0,F,F,0,0,000358764
750,8110011,5141,service,Schlossplatz, ,B,0,0,F,F,0,0,000495363
751,8110012,5122,residential,Mecklenburger Straße, ,B,30,0,F,F,0,0,005095942
752,8110013,5122,residential,Kirchstraße, ,B,30,0,F,F,0,0,001688368
753,8110014,5122,residential,Burchardstraße, ,B,30,0,F,F,0,0,002021751
754,8110015,5122,residential,Schnorrenburg, ,F,30,0,F,F,0,0,000924938
755,8110016,5122,residential,Erphostraße, ,B,30,0,F,F,0,0,002040256
756,8110018,5122,residential,Schnorrenburg, ,F,30,0,F,F,0,0,001893367
758,8110021,5122,residential,Holsteiner Straße, ,B,0,0,F,F,0,9,82956E-05
760,8110030,5122,residential,Kirchstraße, ,B,30,0,F,F,0,0,002370905
772,8159678,5115,tertiary,Gartenstraße,K 8,F,50,0,F,F,0,0,000639374
773,8160384,5122,residential,Nerzweg, ,B,30,0,F,F,0,0,00079541
774,8160385,5122,residential,Nerzweg, ,B,30,0,F,F,0,0,003363821
775,8160386,5122,residential,Nerzweg, ,B,30,0,F,F,0,0,000533073
776,8161668,5122,residential,Dachsleite, ,B,30,0,F,F,0,0,000844823
777,8161669,5122,residential,Schneidemühler Straße, ,B,0,0,F,F,0,8,81481E-05
778,8161814,5141,service, , ,B,0,0,F,F,0,0,000530884
779,8161815,5122,residential,Kiesekampweg, ,B,50,0,F,F,0,0,002591088
780,8161816,5122,residential,Görlitzer Straße, ,B,30,0,F,F,0,0,000967353
781,8161817,5122,residential,Görlitzer Straße, ,B,30,0,F,F,0,0,001742446
783,8163779,5122,residential,Finkenstraße, ,B,0,0,F,F,0,0,000104084
790,8164344,5122,residential,Flandernstraße, ,B,30,0,F,F,0,9,97495E-05
791,8164347,5141,service, , ,B,0,0,F,F,0,0,004668243
792,8165973,5122,residential,Robert-Blum-Straße, ,B,30,0,F,F,0,0,00010843
793,8166417,5141,service, , ,B,0,0,F,F,0,0,000230932
794,8166418,5141,service,Elise-Rüdiger-Weg, ,B,0,0,F,F,0,0,001092794
795,8166419,5141,service,Elise-Rüdiger-Weg, ,B,0,0,F,F,0,0,000312916
800,8506688,5141,service, , ,B,0,0,F,F,0,0,000284435
801,8564755,5122,residential,Sibeliusstraße, ,B,30,0,F,F,0,0,007151459
802,8564757,5122,residential,Gustav-Mahler-Weg, ,B,30,0,F,F,0,0,001383817
803,8564762,5122,residential,Humperdinckstraße, ,B,30,0,F,F,0,0,002218027
804,8588395,5115,tertiary,Mondstraße,K 33,B,30,0,F,F,0,0,002660307
805,8598191,5122,residential,Hoppendamm, ,B,30,0,F,F,0,0,000334213
806,8902445,5141,service,Schlossplatz, ,B,0,0,F,F,0,0,004736881
808,8902452,5122,residential,Egbertstraße, ,B,30,0,F,F,0,0,003835582
811,8902462,5141,service, , ,B,0,0,F,F,0,0,001030338
812,8902465,5141,service, , ,B,0,0,F,F,0,0,00058201
813,8902469,5141,service,Schlossplatz, ,B,0,0,F,F,0,0,002017181
814,8902471,5141,service, , ,B,0,0,F,F,0,0,001485418
815,8902472,5141,service, , ,B,0,0,F,F,0,0,001468068
816,8902475,5141,service,Schlossplatz, ,B,0,0,F,F,0,0,00156569
819,8902479,5141,service, , ,B,0,0,F,F,0,0,000194136
820,8902482,5141,service,Fritz-Greis-Weg, ,B,0,0,F,F,0,0,000111602
821,8902486,5122,residential,Kerßenbrockstraße, ,B,30,0,F,F,0,0,003473215
823,8902493,5141,service,Fritz-Greis-Weg, ,B,0,0,F,F,0,0,002058583
826,8902497,5141,service,Schlossplatz, ,B,0,0,F,F,0,0,001254911
827,8902499,5141,service, , ,B,0,0,F,F,0,0,00018556
828,8902500,5143,track_grade1, , ,B,0,0,F,F,0,0,000153833
829,8902501,5141,service, , ,B,0,0,F,F,0,0,000486994
830,8902503,5122,residential,Dodostraße, ,F,30,0,F,F,0,0,002214256
831,8902504,5141,service, , ,B,0,0,F,F,0,0,000879211
833,8902515,5122,residential,Erphostraße, ,B,30,0,F,F,0,0,004371197
835,8902520,5122,residential,Asche, ,F,30,0,F,F,0,0,000896313
838,8902526,5154,path, , ,B,0,0,F,F,0,0,000592978
839,8902528,5122,residential,Aegidiikirchplatz, ,B,0,0,F,F,0,0,000799301
841,8902530,5122,residential,Universitätsstraße, ,B,50,0,F,F,0,0,001390502
843,8902536,5122,residential,Alter Steinweg, ,F,0,0,F,F,0,0,001906286
845,8902540,5122,residential,Franz-Essink-Straße, ,B,30,0,F,F,0,0,002024224
846,8902542,5122,residential,Rostockweg, ,B,30,0,F,F,0,0,002892539
847,8902544,5122,residential,Schützenstraße, ,F,30,0,F,F,0,0,005472885
848,8902545,5122,residential,Sauerländer Weg, ,F,30,0,F,F,0,7,99982E-05
849,8902548,5122,residential,Badestraße, ,B,0,0,F,F,0,0,002361844
850,8902550,5141,service, , ,B,0,0,F,F,0,0,000374073
851,8902554,5122,residential,Arztkarrengasse, ,B,30,0,F,F,0,0,000970536
852,8902559,5141,service, , ,B,0,0,F,F,0,0,000387281
853,8902561,5141,service, , ,T,0,0,F,F,0,0,000189662
854,8902563,5122,residential,Breite Gasse, ,F,30,0,F,F,0,0,002181703
855,8902567,5122,residential,Stralsundweg, ,B,30,0,F,F,0,0,001816022
856,8902568,5122,residential,Gerhardstraße, ,F,30,0,F,F,0,0,002521729
858,8902572,5122,residential,Zumsandestraße, ,F,30,0,F,F,0,0,001369512
859,8902574,5141,service, , ,B,0,0,F,F,0,0,000309327
862,8902579,5122,residential,Potthoffweg, ,F,30,0,F,F,0,0,000925562
867,9247325,5141,service,An den Speichern, ,B,30,0,F,F,0,0,004200424
868,9247328,5122,residential,An den Speichern, ,B,0,0,F,F,0,0,000112567
869,9247333,5141,service, , ,B,30,0,F,F,0,0,000404014
870,9250777,5141,service, , ,B,30,0,F,F,0,0,000395665
871,9250778,5141,service, , ,B,0,0,F,F,0,0,000377061
872,9250780,5141,service,An den Speichern, ,B,30,0,F,F,0,0,000380544
873,9250781,5141,service,An den Speichern, ,B,30,0,F,F,0,0,00072748
874,10042048,5122,residential,Diepenbrockstraße, ,B,30,0,F,F,0,0,001003183
876,10068457,5122,residential,Zumsandestraße, ,B,30,0,F,F,0,0,000487419
877,10070479,5114,secondary,Hülshoffstraße,L 529,B,70,0,F,F,0,0,000500581
882,10097795,5122,residential,Wasserweg, ,B,0,0,F,F,0,0,002130267
884,10097800,5141,service, , ,B,0,0,F,F,0,0,000313018
885,10097803,5114,secondary,Rüschhausweg,K 1,B,50,0,F,F,0,0,000572991
886,10097805,5122,residential,Legdenweg, ,B,50,0,F,F,0,0,000796188
887,10097807,5114,secondary,Rüschhausweg,K 1,B,50,0,F,F,0,0,004644122
890,10097811,5121,unclassified,Horstmarer Landweg, ,B,0,0,F,F,0,0,002949786
891,10097813,5113,primary,Steinfurter Straße,B 54,F,70,0,F,F,0,0,006785816
892,10097814,5131,motorway_link, , ,F,0,0,F,F,0,0,002179056
893,10097815,5131,motorway_link, , ,F,0,0,F,F,0,0,003711946
894,10097821,5114,secondary,Rüschhausweg,K 1,B,50,1,T,F,0,0,00071647
896,10097835,5114,secondary,Henriette-Son-Straße,K 1,F,50,0,F,F,0,0,000174938
897,10097839,5114,secondary,Rüschhausweg,K 1,B,50,0,F,F,0,0,001976003
898,10097842,5113,primary, ,B 54,F,50,0,F,F,0,0,000142841
900,10097844,5114,secondary,Mendelstraße,K 1,F,50,0,F,F,0,0,001623313
901,10138873,5122,residential,Heisstraße, ,B,30,0,F,F,0,0,001579084
902,10141358,5122,residential,Heisstraße, ,F,30,0,F,F,0,0,001207768
903,10144427,5122,residential,Katharinenstraße, ,F,30,0,F,F,0,0,002473683
904,10144428,5122,residential,Dorotheenstraße, ,B,30,0,F,F,0,0,003563181
910,10191726,5122,residential,Bispinghof, ,B,30,0,F,F,0,0,000533069
913,10191731,5122,residential,Magdalenenstraße, ,F,0,0,F,F,0,0,001401335
917,10191737,5141,service, , ,B,0,0,F,F,0,6,39133E-05
919,10191740,5122,residential,Maximilianstraße, ,F,30,1,T,F,0,0,000170643
921,10191743,5122,residential,Maximilianstraße, ,F,30,0,F,F,0,0,001209068
924,10191757,5122,residential,Bispinghof, ,B,50,1,T,F,0,0,000219231
925,10191763,5122,residential,Karlstraße, ,B,30,0,F,F,0,0,003737697
926,10191767,5141,service, , ,B,0,0,F,F,0,0,002792622
927,10191771,5114,secondary,Bahnhofstraße, ,F,30,0,F,F,0,0,000830569
928,10191773,5122,residential,Hörsterstraße, ,B,30,0,F,F,0,0,000643956
929,10191777,5114,secondary,Eisenbahnstraße,K 8,B,50,0,F,F,0,0,000326653
930,10191779,5141,service,Promenade, ,B,0,0,F,F,0,0,002121889
932,10191784,5121,unclassified,Engelstraße, ,F,30,0,F,F,0,0,000879901
933,10191786,5122,residential,Maximilianstraße, ,F,30,0,F,F,0,0,001482171
934,10221135,5122,residential,An der Kleimannbrücke, ,B,0,0,F,F,0,0,001094811
939,10221141,5141,service,Albrecht-Thaer-Straße, ,F,50,0,F,F,0,0,00030961
940,10221145,5141,service,Albrecht-Thaer-Straße, ,F,50,0,F,F,0,0,000988642
946,10221156,5121,unclassified,Virnkamp, ,B,0,0,F,F,0,0,004622966
947,10221158,5141,service, , ,B,0,0,F,F,0,0,000535509
952,10221166,5141,service, , ,B,0,0,F,F,0,0,00046954
953,10221168,5141,service, , ,B,0,0,F,F,0,0,00030468
959,10221178,5141,service, , ,B,0,0,F,F,0,0,000469268
961,10221182,5141,service, , ,B,0,0,F,F,0,5,26413E-05
962,10221183,5154,path, , ,B,0,0,F,F,0,0,002489283
963,10221184,5121,unclassified,An der Kleimannbrücke, ,B,50,0,F,F,0,0,007730064
966,10235449,5122,residential,An der Kleimannbrücke, ,B,0,0,F,F,0,0,000465925
967,10235450,5122,residential,An der Kleimannbrücke, ,B,50,0,F,F,0,0,001846508
968,10235452,5121,unclassified,An der Alten Ziegelei, ,B,50,0,F,F,0,0,003201704
969,10235453,5141,service, , ,B,0,0,F,F,0,0,000737358
970,10235455,5122,residential,An der Alten Ziegelei, ,B,0,0,F,F,0,0,000766763
