OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,ZuschlagPr,Shape_Length
31650,819039696,5141,service, , ,B,0,0,F,F,0,0,001472341
31651,819039697,5141,service, , ,B,0,0,F,F,0,0,000178434
31652,819039698,5141,service, , ,B,0,0,F,F,0,0,000315138
31653,819039699,5141,service, , ,B,0,0,F,F,0,0,000674903
31654,819288627,5141,service, , ,B,0,0,F,F,0,0,000703227
31655,819397417,5141,service, , ,B,0,0,F,F,0,0,000282893
31656,819397418,5141,service, , ,B,0,0,F,F,0,0,002195057
31657,819397419,5141,service, , ,B,0,0,F,F,0,0,000516355
31658,819400717,5141,service, , ,B,0,0,F,F,0,0,000682914
31659,819401184,5141,service, , ,B,0,0,F,F,0,0,002276169
31660,819401185,5141,service, , ,B,0,0,F,F,0,0,000338363
31661,819724067,5141,service, , ,B,0,0,F,F,0,0,000372376
31662,819801614,5141,service, , ,B,0,0,F,F,0,0,001250144
31663,820118592,5141,service, , ,B,0,0,F,F,0,0,002430923
31664,820160405,5122,residential,Engelstraße, ,F,30,0,F,F,0,0,000418263
31665,820361215,5141,service, , ,B,0,0,F,F,0,0,000721204
31666,820363253,5141,service, , ,B,0,0,F,F,0,0,000269141
31667,820395789,5154,path, , ,B,0,0,F,F,0,3,49803E-05
31668,821119986,5141,service, , ,B,0,0,F,F,0,0,000681568
31670,821271054,5141,service, , ,B,0,0,F,F,0,0,000306638
31671,821288010,5141,service, , ,B,0,0,F,F,0,0,000464302
31672,821338046,5141,service, , ,B,0,0,F,F,0,0,000353896
31673,821874228,5121,unclassified,Dingstiege, ,B,30,0,F,F,0,5,91988E-05
31674,821874229,5121,unclassified,Dingstiege, ,B,30,0,F,F,0,0,000146441
31675,821910528,5121,unclassified,Thierstraße, ,B,0,0,F,F,0,0,00017001
31676,821910529,5121,unclassified,Thierstraße, ,B,0,0,F,F,0,0,001524202
31677,821916875,5121,unclassified,Hartmannsbrook, ,B,0,0,F,F,0,0,000721273
31678,821916876,5121,unclassified,Hartmannsbrook, ,B,0,0,F,F,0,0,000428596
31679,822131847,5142,track, , ,B,0,0,F,F,0,0,000515172
31680,822269705,5141,service, , ,B,0,0,F,F,0,0,000704145
31681,822819988,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,00112699
31682,822819989,5114,secondary,Albersloher Weg,L 586,B,0,0,F,F,0,0,000130586
31683,822819990,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,000263947
31684,822819991,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,000208573
31685,822991208,5141,service,Nienborgweg, ,B,0,0,F,F,0,0,000853398
31686,823353281,5141,service, , ,B,0,0,F,F,0,0,000734494
31687,823491538,5141,service, , ,B,0,0,F,F,0,0,001271093
31688,823491539,5141,service, , ,B,0,0,F,F,0,0,001755557
31689,823491540,5141,service, , ,B,0,0,F,F,0,0,00062042
31690,823491541,5141,service, , ,B,0,0,F,F,0,0,000921155
31691,823491542,5141,service, , ,B,0,0,F,F,0,0,000916578
31693,823816966,5141,service, , ,B,0,0,F,F,0,0,000304916
31694,824088116,5141,service, , ,B,0,0,F,F,0,0,000876098
31695,824165600,5141,service, , ,B,0,0,F,F,0,0,000513158
31696,824165601,5141,service, , ,B,0,0,F,F,0,0,000166445
31697,824165602,5141,service, , ,B,0,0,F,F,0,0,000297356
31698,824218952,5114,secondary,Weseler Straße,K 2,F,50,0,F,F,0,0,003023426
31699,824224248,5141,service, , ,B,0,0,F,F,0,0,000609001
31700,824224249,5141,service, , ,B,0,0,F,F,0,0,000997134
31701,824384719,5141,service, , ,B,0,0,F,F,0,0,006863121
31702,824384720,5141,service, , ,B,0,0,F,F,0,0,002305119
31703,825459953,5143,track_grade1,Schnepfenstrich, Ochsentour, ,B,0,0,F,F,0,0,001153413
31704,825459954,5143,track_grade1,Schnepfenstrich, Ochsentour, ,B,0,1,T,F,0,8,42941E-05
31705,825898258,5142,track, , ,B,0,0,F,F,0,0,000921056
31706,826381125,5141,service, , ,B,0,0,F,F,0,0,000711997
31707,826526845,5115,tertiary,Dyckburgstraße,K 33,B,50,0,F,F,0,0,001814421
31709,827336289,5141,service, , ,B,0,0,F,F,0,0,000763111
31710,827336290,5141,service, , ,B,0,0,F,F,0,0,000780621
31712,827398378,5141,service, , ,B,0,0,F,F,0,5,43472E-05
31713,828135588,5141,service, , ,B,0,0,F,F,0,0,003851162
31714,828135589,5141,service, , ,B,0,0,F,F,0,0,000180037
31715,828405077,5141,service, , ,B,0,0,F,F,0,0,000548144
31716,828405078,5141,service, , ,B,0,0,F,F,0,0,000499518
31717,828457907,5141,service, , ,B,0,0,F,F,0,0,00108878
31718,828498471,5141,service, , ,B,0,0,F,F,0,0,000303616
31719,828765992,5141,service, , ,B,0,0,F,F,0,0,00134765
31721,829456936,5141,service, , ,B,0,0,F,F,0,0,001380544
31722,830329026,5141,service, , ,F,0,0,F,F,0,0,000470917
31723,830329027,5141,service, , ,F,0,0,F,F,0,0,000502421
31724,830329028,5141,service, , ,F,0,0,F,F,0,0,000261264
31725,830329029,5141,service,Kinderhauser Straße, ,F,0,0,F,F,0,0,000326055
31726,830329030,5141,service,Kinderhauser Straße, ,F,0,0,F,F,0,5,3146E-05
31728,831696430,5141,service, , ,B,0,0,F,F,0,0,000323574
31729,832320765,5141,service,Kinderhauser Straße, ,F,0,0,F,F,0,0,000871458
31730,832320766,5141,service,Kinderhauser Straße, ,F,0,0,F,F,0,0,00054072
31731,832864626,5154,path, , ,B,0,0,T,F,0,4,8541E-05
31732,832864627,5154,path, , ,B,0,0,F,F,0,0,000129685
31733,832864628,5154,path, , ,B,0,0,F,F,0,0,000160447
31735,832865714,5154,path, , ,B,0,0,F,F,0,0,000862996
31736,832865715,5154,path, , ,B,0,0,F,F,0,0,000259098
31738,833091547,5141,service, , ,B,0,0,F,F,0,0,000493048
31739,833328602,5141,service, , ,B,0,0,F,F,0,0,000210417
31740,833494133,5141,service, , ,B,0,0,F,F,0,0,000854864
31741,833559713,5114,secondary,Grevener Straße,L 587,F,50,0,F,F,0,0,000195062
31742,833559714,5122,residential,Jahnstraße, ,B,30,0,F,F,0,0,00031452
31743,833562126,5141,service, , ,F,0,0,F,F,0,0,000553887
31744,833755073,5141,service, , ,B,0,0,F,F,0,0,00040574
31745,833816487,5141,service, , ,B,0,0,F,F,0,0,001449072
31746,835991759,5141,service, , ,B,0,0,F,F,0,0,000726445
31747,836248085,5121,unclassified,Horstmarer Landweg, ,B,0,0,F,F,0,0,000997086
31748,836248086,5121,unclassified,Haus Uhlenkotten,K 12,B,50,1,T,F,0,0,000208098
31749,836248095,5122,residential,Ramertsweg, ,B,50,0,F,F,0,0,000444249
31751,836248139,5115,tertiary,Bösenseller Straße,K 30,B,70,0,F,F,0,0,000609086
31752,836248140,5121,unclassified,Dalkamp, ,B,0,0,F,F,0,0,007847414
31753,836248465,5122,residential,Merschkamp, ,B,30,0,F,F,0,0,000680361
31754,836248466,5122,residential, , ,B,0,0,F,F,0,1,48604E-05
31755,836248467,5154,path, , ,B,0,0,F,F,0,0,00070098
31756,836248473,5115,tertiary,Dyckburgstraße,K 33,B,50,0,F,F,0,0,000519311
31757,836248475,5115,tertiary,Dyckburgstraße,K 33,B,50,0,F,F,0,7,322E-05
31758,836248478,5122,residential,Münstermannweg, ,B,0,0,F,F,0,3,17714E-05
31759,836248479,5122,residential,Münstermannweg, ,B,30,0,F,F,0,0,000861021
31760,836248480,5122,residential,Scheibenstraße, ,B,30,0,F,F,0,0,002114283
31766,836778181,5141,service, , ,B,0,0,F,F,0,9,64602E-05
31767,836778182,5141,service, , ,B,0,0,F,F,0,3,18402E-05
31768,836778183,5121,unclassified,Am Gievenbach, ,B,0,0,F,F,0,6,69533E-05
31773,836778188,5122,residential,Rüschhausweg, ,B,50,0,F,F,0,0,000161323
31777,836778192,5141,service, , ,B,0,0,F,F,0,0,000357962
31778,836778193,5141,service, , ,B,0,0,F,F,0,0,000734518
31779,836778194,5154,path,Rüschhausweg, ,B,0,0,F,F,0,4,33853E-05
31780,836778195,5154,path,Rüschhausweg, ,B,0,0,F,F,0,6,96638E-05
31782,836778197,5154,path,Rüschhausweg, ,B,0,0,F,F,0,8,38807E-05
31784,836778199,5154,path,Rüschhausweg, ,B,0,0,F,F,0,0,000133241
31786,836790978,5122,residential,Beldensnyderweg, ,F,0,0,F,F,0,0,000489761
31787,836790979,5122,residential,Wiener Straße, ,B,0,0,F,F,0,0,000370323
31788,836790980,5141,service, , ,F,0,0,F,F,0,0,00123807
31789,836790981,5122,residential,Wiener Straße, ,B,0,0,F,F,0,0,000414144
31791,836790983,5122,residential,Beldensnyderweg, ,F,0,0,F,F,0,0,000482776
31792,836790984,5141,service, , ,B,0,0,F,F,0,0,000594018
31798,836807078,5141,service, , ,B,0,0,F,F,0,0,000803896
31799,836807079,5122,residential,Alter Milchhof, ,B,0,0,F,F,0,0,00038073
31801,836807081,5122,residential,Albertstraße, ,B,30,0,F,F,0,0,001303833
31802,836807082,5122,residential,Alter Milchhof, ,B,0,0,F,F,0,0,000952706
31804,836807084,5122,residential,Albertstraße, ,B,30,0,F,F,0,0,000114546
31805,836823689,5154,path, , ,B,0,0,F,F,0,0,000116962
31807,836823749,5122,residential,Legdenweg, ,B,50,0,F,F,0,0,000398714
31808,836823750,5122,residential,Legdenweg, ,B,50,0,F,F,0,0,00010268
31811,836837560,5154,path, , ,B,0,0,F,F,0,0,003793121
31813,836862958,5141,service, , ,B,0,0,F,F,0,0,000109678
31814,836862959,5141,service, , ,B,0,0,F,F,0,0,000144962
31815,836862960,5141,service, , ,B,0,0,F,F,0,0,000761652
31816,836862961,5141,service, , ,B,0,0,F,F,0,0,00014909
31817,837293088,5114,secondary,Warendorfer Straße,L 843,F,50,0,F,F,0,6,19315E-05
31820,837830835,5141,service, , ,B,0,-1,F,T,0,0,00012586
31821,837830836,5141,service, , ,B,0,0,F,F,0,0,000117536
31822,837830837,5141,service, , ,B,0,0,F,F,0,0,00018913
31823,837835365,5141,service, , ,B,0,0,F,F,0,8,27729E-05
31824,837840873,5141,service, , ,B,0,0,F,F,0,0,000384254
31825,838052732,5141,service, , ,B,0,0,F,F,0,0,000471736
31826,838198415,5141,service, , ,B,0,0,F,F,0,0,000841694
31827,838334814,5154,path, , ,B,0,0,F,F,0,0,004724182
31828,839084552,5122,residential,Dieckstraße, ,B,30,0,F,F,0,0,001184244
31829,839845641,5121,unclassified,Theo-Breider-Weg, ,B,30,0,F,F,0,0,002051034
31830,839845642,5141,service,Sentruper Straße, ,B,0,0,F,F,0,0,001613851
31831,839845643,5141,service,Sentruper Straße, ,B,0,0,F,F,0,0,000558407
31832,839884725,5141,service, , ,B,0,0,F,F,0,0,002133535
31833,840211385,5145,track_grade3, , ,B,0,0,F,F,0,0,000337497
31834,840447317,5141,service, , ,B,0,0,F,F,0,0,000455521
31835,840497563,5141,service, , ,B,0,0,F,F,0,0,001385165
31836,840770038,5141,service, , ,B,0,0,F,F,0,0,001283693
31837,840834179,5141,service, , ,B,0,0,F,F,0,0,001254158
31838,840834180,5141,service, , ,B,0,0,F,F,0,0,00044016
31839,840834181,5141,service, , ,B,0,0,F,F,0,0,000161237
31840,840855183,5141,service, , ,B,0,0,F,F,0,0,001243859
31841,840855184,5141,service, , ,B,0,0,F,F,0,0,000143993
31842,840855185,5141,service, , ,B,0,0,F,F,0,0,00068029
31843,840897599,5141,service, , ,B,0,0,F,F,0,0,001555383
31846,842115387,5141,service, , ,B,0,0,F,F,0,0,001540211
31847,842344019,5141,service, , ,B,0,0,F,F,0,0,001147802
31848,842926793,5141,service, , ,B,0,0,F,F,0,0,00054212
31849,843230115,5114,secondary,Weseler Straße,K 6,F,50,0,F,F,0,0,000508806
31850,843230116,5114,secondary,Weseler Straße,K 6,F,50,0,F,F,0,0,000838944
31851,843230117,5114,secondary,Weseler Straße,K 6,F,50,0,F,F,0,0,000279054
31852,843230118,5114,secondary,Weseler Straße,K 6,F,50,0,F,F,0,0,0004929
31853,843230119,5114,secondary,Weseler Straße,K 6,F,50,0,F,F,0,0,000380149
31854,843264622,5122,residential,Bonnenkamp, ,B,30,0,F,F,0,0,000728024
31855,843264623,5122,residential,Bonnenkamp, ,B,30,0,F,F,0,0,000703198
31856,843264624,5122,residential,Bonnenkamp, ,B,30,0,F,F,0,0,000721169
31857,843264625,5122,residential,Bonnenkamp, ,B,30,0,F,F,0,0,00071984
31858,843264626,5122,residential,Bonnenkamp, ,B,30,0,F,F,0,0,000705676
31859,843304073,5122,residential,Aegidiistraße, ,B,30,0,F,F,0,7,72006E-05
31860,843304074,5115,tertiary,Adenauerallee, ,B,50,0,F,F,0,7,57451E-05
31861,843304075,5114,secondary,Am Stadtgraben,K 6,F,50,0,F,F,0,0,000190633
31862,843304076,5114,secondary,Am Stadtgraben,K 6,F,50,0,F,F,0,0,000506695
31863,843304077,5114,secondary,Am Stadtgraben,K 6,F,50,0,F,F,0,0,000359405
31865,844244889,5122,residential,Markweg, ,B,30,0,F,F,0,0,000905848
31870,844303471,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000494164
31871,844303472,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000117301
31872,844303473,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000157689
31873,844303474,5115,tertiary,Trauttmansdorffstraße, ,F,30,0,F,F,0,0,002191779
31874,844303475,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000467901
31875,844303476,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000380817
31876,844303477,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000341757
31877,844303478,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000653786
31878,844303479,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000774466
31879,844303480,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000313001
31880,844303481,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,0001425
31881,844303482,5115,tertiary,Trauttmansdorffstraße, ,F,30,0,F,F,0,0,000587305
31882,844303483,5122,residential,Ter-Borch-Straße, ,F,0,0,F,F,0,0,00026677
31884,844303485,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000567141
31885,844303486,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000461424
31886,844303487,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,000950485
31887,844303488,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,001279868
31888,844303489,5133,primary_link,Hammer Straße, ,F,0,0,F,F,0,9,44053E-05
31889,844303490,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,001933903
31890,844303491,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000358608
31891,844303492,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000940124
31892,844303493,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000154452
31893,844303495,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000144072
31894,844303496,5121,unclassified,Siemensstraße, ,F,50,0,F,F,0,0,000102949
31895,844303497,5121,unclassified,Siemensstraße, ,F,50,0,F,F,0,0,000102012
31896,844303498,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,001416134
31897,844303499,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,001535055
31898,844303500,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000766997
31899,844303501,5133,primary_link,Hammer Straße, ,F,0,0,F,F,0,0,000110608
31900,844303502,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000463479
31901,844303503,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,001147987
31902,844303504,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,00062286
31903,844303505,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000142501
31904,844303507,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000126047
31905,844303508,5122,residential,Ter-Borch-Straße, ,F,0,0,F,F,0,0,000457255
31906,844303509,5122,residential,Ter-Borch-Straße, ,F,0,0,F,F,0,0,000596528
31907,844303510,5115,tertiary,Trauttmansdorffstraße, ,F,30,0,F,F,0,0,002725574
31908,844303511,5115,tertiary,Trauttmansdorffstraße, ,F,50,0,F,F,0,0,002013517
31909,844822213,5141,service, , ,B,0,0,F,F,0,0,000859282
31910,844823155,5141,service, , ,B,0,0,F,F,0,0,001017929
31911,844824403,5141,service, , ,B,0,0,F,F,0,0,001564584
31914,844984544,5147,track_grade5, , ,B,0,0,F,F,0,0,000598717
31915,844984545,5146,track_grade4, , ,B,0,0,F,F,0,0,006279012
31916,844984546,5144,track_grade2, , ,B,0,0,F,F,0,0,00069989
31917,844984547,5147,track_grade5, , ,B,0,0,F,F,0,0,005280425
31918,845003941,5154,path, , ,B,0,0,F,F,0,0,001149113
31919,845003942,5154,path, , ,B,0,0,F,F,0,0,001689879
31920,845003943,5154,path, , ,B,0,0,F,F,0,0,002362916
31921,845003944,5154,path, , ,B,0,0,F,F,0,0,002161683
31922,845003945,5154,path, , ,B,0,0,F,F,0,0,005459271
31923,845102515,5154,path, , ,B,0,0,F,F,0,0,003504579
31924,845128422,5146,track_grade4, , ,B,0,0,F,F,0,0,000637565
31925,845519460,5114,secondary,Wiedaustraße,L 885,B,70,0,F,F,0,0,000866389
31926,845608843,5154,path, , ,B,0,0,F,F,0,0,000442164
31927,845617369,5141,service, , ,B,0,0,F,F,0,0,000228042
31928,845617370,5141,service, , ,B,0,0,F,F,0,0,000413259
31929,845620179,5141,service,Telemannstraße, ,B,30,0,F,F,0,0,000175603
31930,845621850,5154,path, , ,B,0,0,F,F,0,0,001121603
31931,845622500,5154,path, , ,B,0,0,F,F,0,0,001025826
31932,845840748,5121,unclassified,Sentruper Straße, ,B,50,0,F,F,0,0,001557663
31933,845840749,5121,unclassified,Sentruper Straße, ,B,50,0,F,F,0,0,001668926
31934,845840752,5114,secondary,Pienersallee,L 529,B,50,0,F,F,0,0,000996398
31935,845840753,5114,secondary,Pienersallee,L 529,B,50,0,F,F,0,0,000563125
31940,846453774,5114,secondary,Dingbängerweg,K 5,B,50,0,F,F,0,0,000399508
31941,846453775,5114,secondary,Dingbängerweg,K 5,B,50,0,F,F,0,0,001152303
31942,846453776,5114,secondary,Dingbängerweg,K 5,B,50,0,F,F,0,0,00092068
31944,846641453,5114,secondary,Roxeler Straße,L 843,B,70,0,F,F,0,0,001081837
31945,846641454,5114,secondary,Roxeler Straße,L 843,B,50,0,F,F,0,0,000434961
31946,846641455,5114,secondary,Roxeler Straße,L 843,B,70,0,F,F,0,0,000687286
31947,846692967,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000113702
31948,846692968,5133,primary_link,Hammer Straße, ,F,0,0,F,F,0,0,000286224
31949,846692969,5114,secondary,Trauttmansdorffstraße,K 42,F,50,0,F,F,0,0,000112601
31950,846692970,5133,primary_link,Hammer Straße, ,F,0,0,F,F,0,0,000351887
31951,846742908,5141,service, , ,B,0,0,F,F,0,0,00057713
31955,847366758,5141,service, , ,B,0,0,F,F,0,0,000663063
31956,847375815,5141,service, , ,B,0,0,F,F,0,0,000762511
31957,847399486,5141,service, , ,B,0,0,F,F,0,0,00072388
31958,847438987,5141,service, , ,B,0,0,F,F,0,0,000634005
31959,847438988,5141,service, , ,B,0,0,F,F,0,0,000929098
31960,847453710,5141,service, , ,B,0,0,F,F,0,0,000845413
31961,847841174,5141,service, , ,B,0,0,F,F,0,0,001601387
31962,847841175,5141,service, , ,B,0,0,F,F,0,0,000287449
31963,847843513,5141,service, , ,B,0,0,F,F,0,0,000310469
31964,847843514,5141,service, , ,B,0,0,F,F,0,0,000456303
31965,847873300,5141,service, , ,B,0,0,F,F,0,0,000982683
31966,848038063,5154,path, , ,B,0,0,F,F,0,0,000200628
31967,848038064,5154,path, , ,B,0,0,F,F,0,0,000186345
31968,848041150,5122,residential,Idenbrockweg, ,B,30,0,F,F,0,0,000137131
31971,848831046,5121,unclassified, , ,B,0,0,F,F,0,0,00041729
31972,849781099,5154,path, , ,B,0,0,F,F,0,0,001751721
31975,849785528,5154,path, , ,B,0,-1,F,F,0,0,002163373
31976,849785529,5154,path, , ,B,0,0,F,F,0,0,000464515
31977,849836635,5141,service, , ,B,0,0,F,F,0,0,000529313
31978,849836636,5141,service, , ,B,0,0,F,F,0,0,000432857
31979,849836637,5141,service, , ,B,0,0,F,F,0,0,000547991
31980,850205732,5115,tertiary,Werseesch,K 18,B,0,0,F,F,0,0,001082153
31981,850248573,5115,tertiary,Frie-Vendt-Straße,K 9,B,0,0,F,F,0,0,00022068
31982,850322552,5141,service, , ,B,0,0,F,F,0,0,00078149
31983,850322553,5141,service, , ,B,0,0,F,F,0,0,000270921
31984,850414237,5115,tertiary,Bremer Platz,K 9,B,50,0,F,F,0,0,000325842
31985,850430769,5115,tertiary,Am Kreuztor, ,B,30,0,F,F,0,0,000118805
31986,850435696,5122,residential,Am Dill, ,B,30,0,F,F,0,0,000603086
31987,850449428,5115,tertiary,Hüfferstraße, ,B,50,0,F,F,0,0,000402312
31988,850449429,5115,tertiary,Hüfferstraße, ,B,50,0,F,F,0,0,000362167
31989,850528180,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,000318624
31990,850528181,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,001299688
31991,850528182,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,000812793
31992,850528183,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,001439419
31993,850528184,5141,service, , ,B,0,0,F,F,0,0,000264824
31994,850528185,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,001687174
31995,850528186,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,00048646
31996,850528187,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,000477592
31997,850528188,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,000446606
31998,850528189,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,00156403
31999,850528190,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,001174854
32000,850528191,5115,tertiary,Loddenheide, ,B,50,0,F,F,0,0,000566327
32001,850545608,5115,tertiary,Düesbergweg, ,B,50,0,F,F,0,0,00086457
32003,850615662,5122,residential,Werlandstraße, ,B,30,0,F,F,0,4,95199E-05
32005,850615664,5122,residential,Werlandstraße, ,B,0,0,F,F,0,4,57367E-05
32008,850615667,5122,residential,Sternbusch, ,B,0,0,F,F,0,3,02801E-05
32009,850615668,5115,tertiary,Düesbergweg, ,F,30,0,F,F,0,0,000213292
32010,850615669,5141,service,Düesbergweg, ,F,0,0,F,F,0,0,000135448
32011,850615670,5115,tertiary,Düesbergweg, ,F,30,0,F,F,0,0,004777669
32012,850615671,5115,tertiary,Düesbergweg, ,F,30,0,F,F,0,0,004557778
32019,851295268,5115,tertiary,Osthofstraße,K 60,B,100,0,F,F,0,0,001145648
32020,851295269,5115,tertiary,Osthofstraße,K 60,B,50,0,F,F,0,0,000689683
32021,851460282,5141,service, , ,B,0,0,F,F,0,0,000846739
32024,851515467,5154,path, , ,B,0,0,F,F,0,0,001955814
32025,851515916,5115,tertiary,Zumbuschstraße, ,B,50,0,F,F,0,0,001571472
32031,851619072,5141,service, , ,B,0,0,F,F,0,0,001346732
32032,851619073,5141,service, , ,B,0,0,F,F,0,0,000152439
32033,851619074,5141,service, , ,B,0,0,F,F,0,0,000120592
32035,851673893,5154,path, , ,B,0,0,F,F,0,0,000198661
32036,851673897,5154,path, , ,B,0,0,F,F,0,1,76732E-05
32040,851721008,5141,service, , ,B,0,0,F,F,0,0,000642969
32041,851830042,5154,path, , ,B,0,0,F,F,0,8,45481E-05
32042,851830043,5154,path, , ,B,0,0,F,F,0,9,02997E-05
32043,851830044,5154,path, , ,B,0,0,F,F,0,0,000109701
32044,851830045,5154,path, , ,B,0,0,F,F,0,8,50036E-05
32045,851830046,5154,path, , ,B,0,0,F,F,0,0,000155848
32046,851830050,5154,path, , ,B,0,0,F,F,0,0,000788708
32047,851830051,5154,path, , ,B,0,0,F,F,0,0,00011684
32048,851830054,5141,service, , ,B,0,0,F,F,0,0,000249598
32049,851830055,5141,service, , ,B,0,0,F,F,0,0,000115373
32050,851830056,5141,service, , ,B,0,0,F,F,0,0,000158169
32051,851830057,5141,service, , ,B,0,0,F,F,0,0,000171916
32052,851830058,5141,service, , ,B,0,0,F,F,0,0,000402454
32053,851830064,5154,path, , ,B,0,0,F,F,0,0,00017708
32054,851830065,5154,path, , ,B,0,0,F,F,0,0,00038767
32055,851830066,5154,path, , ,B,0,0,F,F,0,0,000179557
32056,851830067,5154,path, , ,B,0,0,F,F,0,0,000265845
32057,851844428,5154,path, , ,B,0,0,F,F,0,0,000400614
32062,851897209,5141,service, , ,B,0,0,F,F,0,0,00057118
32063,851897210,5141,service, , ,B,0,0,F,F,0,0,000576987
32064,851897212,5141,service, , ,B,0,0,F,F,0,0,000295979
32113,851902648,5141,service, , ,B,0,0,F,F,0,0,000522135
32130,851904548,5141,service, , ,B,0,0,F,F,0,0,000217999
32131,851909864,5141,service, , ,B,0,0,F,F,0,0,000720929
32132,851909865,5141,service, , ,B,0,0,F,F,0,0,000583071
32133,851909866,5141,service, , ,B,0,0,F,F,0,0,000652781
32134,851909867,5141,service, , ,B,0,0,F,F,0,0,000597779
32135,851909869,5122,residential,Bainingstraße, ,B,0,0,F,F,0,0,000571331
32136,851909870,5141,service, , ,B,0,0,F,F,0,0,000710617
32137,851909871,5141,service, , ,B,0,0,F,F,0,8,79143E-05
32138,851910152,5141,service, , ,B,0,0,F,F,0,0,000345245
32139,852185590,5154,path, , ,B,0,0,F,F,0,0,004566795
32140,852580750,5141,service, , ,B,0,0,F,F,0,0,000782935
32141,853340838,5141,service, , ,B,0,0,F,F,0,0,000395941
32142,853597863,5141,service, , ,B,0,0,F,F,0,0,001493906
32143,853597864,5141,service, , ,B,0,0,F,F,0,0,000783183
32152,853724128,5141,service, , ,B,0,0,F,F,0,0,000610476
32153,853759652,5145,track_grade3, , ,B,0,0,F,F,0,0,000242131
32154,853759653,5154,path, , ,B,0,0,F,F,0,0,000196547
32155,853759654,5154,path, , ,B,0,0,F,F,0,0,002459504
32156,853759655,5154,path, , ,B,0,0,F,F,0,0,000724086
32161,853816642,5141,service,Am Steintor, ,B,0,0,F,F,0,0,000268001
32162,853816643,5141,service,Am Steintor, ,B,0,0,F,F,0,0,0002229
32164,853822849,5141,service, , ,B,0,0,F,F,0,0,000456766
32165,853822850,5141,service, , ,B,0,0,F,F,0,0,000323882
32167,854191688,5141,service, , ,B,0,0,F,F,0,0,000309743
32168,854191689,5141,service, , ,B,0,-1,F,F,0,0,000834625
32169,854191690,5141,service,Leonardo-Campus, ,B,0,0,F,F,0,0,001606006
32170,854191691,5141,service,Leonardo-Campus, ,B,0,0,F,F,0,0,007004173
32172,854191693,5141,service, , ,B,0,-1,F,F,0,0,000406306
32173,854284578,5115,tertiary,Alverskirchener Straße,K 3,B,50,0,F,F,0,0,001649294
32174,854284579,5115,tertiary,Alverskirchener Straße,K 3,B,50,0,F,F,0,0,002573796
32175,854323998,5121,unclassified,Vennepohl, ,B,0,0,F,F,0,0,000674923
32179,855337013,5141,service, , ,B,0,0,F,F,0,0,000364509
32180,855337020,5154,path, , ,F,0,0,F,F,0,0,003459028
